Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"J9","JLCPCB_3.5MM_SOCKET_C18166","JLCPCB_3.5MM_SOCKET_C18166",157.480000,-71.120000,180.000000,top
"J10","Conn_01x07","PinHeader_1x07_P2.54mm_Horizontal_Teardrop",154.940000,-46.990000,0.000000,top
"J11","JLCPCB_3.5MM_SOCKET_C18166","JLCPCB_3.5MM_SOCKET_C18166",125.730000,-39.370000,-90.000000,top
"J12","Conn_01x07","PinHeader_1x07_P2.54mm_Horizontal_Teardrop",134.615000,-42.475000,90.000000,top
"J13","JLCPCB_3.5MM_SOCKET_C18166","JLCPCB_3.5MM_SOCKET_C18166",100.330000,-39.370000,-90.000000,top
"J14","Conn_01x07","PinHeader_1x07_P2.54mm_Horizontal_Teardrop",76.195000,-42.475000,90.000000,top
"J15","JLCPCB_3.5MM_SOCKET_C18166","JLCPCB_3.5MM_SOCKET_C18166",68.580000,-71.120000,0.000000,top
"J16","Conn_01x07","PinHeader_1x07_P2.54mm_Horizontal_Teardrop",71.120000,-62.230000,180.000000,top
"J17","JLCPCB_3.5MM_SOCKET_C18166","JLCPCB_3.5MM_SOCKET_C18166",68.580000,-96.520000,0.000000,top
"J18","Conn_01x07","PinHeader_1x07_P2.54mm_Horizontal_Teardrop",71.120000,-120.650000,180.000000,top
"J19","JLCPCB_3.5MM_SOCKET_C18166","JLCPCB_3.5MM_SOCKET_C18166",100.330000,-128.270000,90.000000,top
"J20","Conn_01x07","PinHeader_1x07_P2.54mm_Horizontal_Teardrop",91.440000,-125.730000,-90.000000,top
"J21","JLCPCB_3.5MM_SOCKET_C18166","JLCPCB_3.5MM_SOCKET_C18166",125.730000,-128.270000,90.000000,top
"J22","Conn_01x07","PinHeader_1x07_P2.54mm_Horizontal_Teardrop",149.860000,-125.730000,-90.000000,top
"R1","1k","R_0402_1005Metric",148.590000,-91.440000,0.000000,top
"R2","24k","R_0402_1005Metric",97.917000,-88.646000,-90.000000,top
"R3","39k","R_0402_1005Metric",99.187000,-88.646000,90.000000,top
"R4","10k","R_0402_1005Metric",93.726000,-100.584000,-90.000000,top
"R5","10k","R_0402_1005Metric",94.996000,-100.584000,90.000000,top
"R6","18k","R_0402_1005Metric",101.092000,-100.584000,-90.000000,top
"R7","8.2k","R_0402_1005Metric",102.616000,-100.584000,90.000000,top
"R8","5.1k","R_0402_1005Metric",154.940000,-90.170000,0.000000,top
"R9","5.1k","R_0402_1005Metric",154.940000,-77.470000,180.000000,top
"R10","4.7k","R_0402_1005Metric",111.760000,-70.104000,-90.000000,top
"R11","1k","R_0402_1005Metric",154.940000,-76.200000,180.000000,top
"R12","4.7k","R_0402_1005Metric",125.476000,-80.264000,180.000000,top
"R13","4.7k","R_0402_1005Metric",116.332000,-70.104000,-90.000000,top
"R14","1k","R_0402_1005Metric",72.898000,-80.010000,180.000000,top
"R15","1k","R_0402_1005Metric",72.898000,-87.630000,180.000000,top
"R16","0","R_0402_1005Metric",108.458000,-118.364000,180.000000,top
"SW1","SW_DP4T","SW_ALPS_SSSS224100_DP4T",114.287500,-124.380000,90.000000,top
"U1","CH348L","LQFP-100_14x14mm_P0.5mm",113.030000,-83.820000,-90.000000,top
"VR1","LM1117S-ADJ","VREG_LM1117MPX-3.3",96.139000,-94.234000,-90.000000,top
"VR2","LM1117S-ADJ","VREG_LM1117MPX-3.3",91.948000,-106.172000,-90.000000,top
"VR3","LM1117S-ADJ","VREG_LM1117MPX-3.3",99.568000,-106.172000,-90.000000,top
"X1","8MHz","Crystal_SMD_HC49-SD",113.030000,-60.960000,90.000000,top
